Nombre_Tienda,Id_Tienda
ABARROTES SAN JOSE Y/O MIRIAM SANDOVAL GARCIA,7481t
ABARROTES VINOS Y LICORES SUSY /JOSE ANTONIO IGNACIO,7482t
ABARROTES VINOS Y LICORES  LA ESTRELLA  DEL OLIVAR Y/O ROGELIO SOTO CASTRO,7483t
SCAPPINO Y/O AMERICA CONTINENTAL S.A. DE C.V.,7484t
SOHO Y/O SOHO FASHION S.A. DE C.V.,7485t
GRUPO MILAGRESA S.A. DE C.V.,7486t
COMPAÑIA MEXICANA DE TRAJES S.A. DE C.V.,7487t
EL NUEVO BORCEGUI S.A.D E C.V.,7488t
ABASTECEDORA LUMEN S.A. DE C.V.,7489t
SANBORNS  HERMANOS  S.A. (SANBORNS),7490t
CAFE COTTON Y/O GRUPO EMPRESARIAL APUS S.A. DE C.V.,7491t
SORRENTO Y/O COMERCIALIZADORA PECOLLA SA DE CV,7492t
GRUPO LAFI  S.A. DE C.V,7493t
POLO SUR BY SCAPPINO Y/O AMERICA CONTINENTAL S.A. D EC.V.,7494t
ZAPATERIAS LA VEGA Y/O CALZADOS DEL MUNDO SA  DE CV,7495t
SANBORNïS HERMANOS S.A.,7496t
ATLETICOS Y/O IRUBIA SA DE CV,7497t
ZAPATERIA AVANCE Y/O CORPORACION AISI  S.A. DE C.V.,7498t
JOYERIA  CRISTAL JOYAS Y/O JOYAS PLAZA GALERIAS S.A. DE C.V.,7499t
JOYERIA  TANE Y/O TANE EMOR S.A. DE C.V.,7500t
JOYERIA  BIZARRO Y/O GRUPO DAISA S.A. DE C.V.,7501t
JOYERIA   BORDA Y/O JOYERIA BORDA SANTA FE S.A. DE C.V.,7502t
    JOYERIA RUBIO S.A. DE C.V.,7503t
DE LA FUENTE BUSTILLO  S.A. DE C.V.,7504t
EL ADEREZO S.A,7505t
JOYERIA TANE Y/O EMOR S.A. DE C.V.,7506t
PLATA VILLA Y/O PLATA VILLA DE LAS LOMAS S.A. DE C.V.,7507t
TANGERINE Y/O SALLAM TRADING S.A. DE C.V.,7508t
 TOUS Y/O HERMALO S.A. DE C.V.,7509t
JOYERIA GUAL Y/O ARBAIZA GUAL RICARDO,7510t
BERGER JOYEROS S.A. DE C.V.,7511t
CRISTAL JOYAS Y/O JOYAS PLAZA GALERIAS S.A. DE C.V.,7512t
DIAMONDS STRAAT Y/O JOYERIA CANDILES Y REGLAS S.A. D EC.V.,7513t
CRONOMETRIA TIEMPO Y JOYAS Y/O TIEMPO SUIZO S.A. D EC.V.,7514t
CRONOMETRIA Y/O TIEMPO SUIZO S.A. DE C.V.,7515t
JOYAS Y REGALOS JALI S.A.,7516t
MERAG Y/O GRUPO MERAG S.A. D EC.V.,7517t
FLORA MARIA Y/O ANANDA CHATILLON SANCHEZ,7518t
JOYERIA LOMAS S.A. DE C.V.,7519t
ABARROTES LA CONCHITA  Y/O MARIA DE LOS ANGELES MALDONADO RODRIGUEZ,7520t
MOLES Y CHILES SECOS Y/O MARIO QUINTERO COLIN,7521t
JOYERIA TOB-FREE Y/O KARIN DE LA PAZ GARCIA FRANCO,7522t
NAILS YACK Y/O MARIA GRISELDA CRISTOBAL VAZQUEZ,7523t
ABARROTES  LA PROVIDENCIA Y/O RAMON MALDONADO RODRIGUEZ,7524t
MARGIE Y/O MARGARITA GONZALEZ SANTANA,7525t
BOMU BOUTIQUE Y/O JOSE MARIA PALLARES BOUZAS,7526t
CHUCHOS TOYïS,7527t
JUGUETERIA Y NOVEDADES KATY,7528t
JUGUETERIA JUAN CARLOS,7529t
JUGUETERIA FRIDA,7530t
JUGUETERIA CAMPANITA,7531t
FANTASIAS ROSSY Y JUGUETERIAS,7532t
JUGUETERIA ALLISON,7533t
FANTASIAS TOYïS,7534t
BICICLETAS BENOTTO,7535t
OCHOA LA REYNA DE LAS BICICLETAS S. A. DE C. V.,7536t
CORPORATIVO LA BICI S.A. DE C.V,7537t
JUGUETERTIAS JUMBO,7538t
FLEMING FARMACIAS UNIVERSITARIAS,7539t
ABARROTES LA ESTRELLA,7540t
OPERADORA DE RESTAURANTES 14 ORIENTE CHOLULA  S. DE R.L.,7541t
CONSORCIO MISTER T S.A. DE C.V,7542t
WOMEN SECRETS,7543t
BARICHARA TRAJES DE BAÑO S.A. DE C.V.,7544t
CONSORCIO MISTER T S.A. DE C.V.,7545t
INTI ITALIA S.A. DE C.V.,7546t
SUMMER BOUTIQUE,7547t
JUGUETRON,7548t
BICIS JUGUETIMUNDO,7549t
JUGUETERIA PAMELA,7550t
LA NUEVA TEMPORADA  Y/O ANGELA PATRICIA MORALES BASILIO,7551t
JUGUETERIA LOS BABIES,7552t
NUEVA WAL-MART DE MEXICO  S. DE R.L.  DE C.V.  (BODEGA AURRERA),7553t
TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (MEGA),7554t
NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  (WAL MART),7555t
TIENDA DE ABARROTES,7556t
CARNICERIA EL BECERRO DE ORO,7557t
LA FERRE COMERCIALIZADORA  S.A. DE C.V.,7558t
FERREMUNDO,7559t
FERRETERIA BALTAZAR Y PLOMERIA,7560t
FERRETERIAS REPARANDO MI CASA,7561t
FERRETERIA JURIQUILLA S.A. DE C.V.,7562t
FERRETERIA LAS AMERICAS,7563t
FERRETERIA AVHA,7564t
LA FERRE,7565t
FERRETERIA EL HORREO  S.A. DE C.V.,7566t
FERREELECTRICA SAN ANGEL,7567t
FERRE CHAPULTEPEC,7568t
FERRETERIA Y MATERIALES DEL BOULEVARD,7569t
SAN PEDRO FERRETERIA Y TLAPALERIA,7570t
FERRETERA SAN JUAN,7571t
FERRE INDUSTRIAL DE SAN JUAN SA CV,7572t
FERRETERIA SAN JUAN,7573t
FERRETERIA ALFAROS,7574t
FERRETERIA Y TLAPALERIA NIEVES,7575t
CONTI PAPELERIAS,7576t
PAPELERIA SUPER GREEM,7577t
PAPELSA BAJIO  S.A. DE C.V.,7578t
LA PAPE DE JURICA,7579t
PAPELERIA ESCOLARES,7580t
FERRE DEL CENTRO,7581t
PAPELERIA DE ARTE ROSY,7582t
ABC PAPELERIAS Y SERVICIOS  S.A. DE C.V.,7583t
OFIX  S.A. DE C.V.,7584t
PAPELERIA Y REGALOS CARMELITA,7585t
PAPELERIA Y REGALOS LOS ANGELES,7586t
PAPELERIA ALAMEDA,7587t
PAPELERIA MEXICO,7588t
SOLUCIONES CELULAR,7589t
DULCERIAS QUERETARO,7590t
DULCERIA LA NACIONAL,7591t
PAPELERIA Y REGALOS CRISTY Y/O LUZ MARIA AYALA ALMANZA,7592t
PAPELERIA HAWAII,7593t
EL REY DEL DULCE DEL BAJIO  S.A. DE C.V.,7594t
FRUTERIA HERMANOS OSORNIO.,7595t
TORNILLEROS CASA BLANCA,7596t
PESCADERIA  EL GOLFO,7597t
FERRECERRAJES,7598t
EL BUEN FRUTO,7599t
FRUTERIA LA FAVORITA,7600t
FRUTERIA HERNANDEZ,7601t
FRUTAS Y LEGUMBRES DOÑA JULIA,7602t
POLLERIA SUPER NOVA,7603t
POLLERIA BASALDUA,7604t
EL TIGRE POLLO,7605t
POLLOS QRO,7606t
POLLO QRO,7607t
TEXAS MEAT,7608t
DISTRIBUIDORA DE POLLO,7609t
POLLO FELIZ,7610t
POLLERIA DON MIGUEL,7611t
POLLERIA LUPITA,7612t
EL PICOTAZO,7613t
PILGRIMS,7614t
TYSON DE MEXICO,7615t
EL ASTURIANO,7616t
EL VIGILANTE,7617t
AYAX SUPERMECADO  S.A.DE C.V.,7618t
FARMACIA GUADALAJARA,7619t
SUPER Q,7620t
CADENA COMERCIAL OXXO  S.A. DE C.V. AMANECER,7621t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.  (BODEGA AURRERA),7622t
EL MATADOR,7623t
MATADOR LA CUESTA,7624t
NUEVA WAL-MART DE MEXICO  S. DE R.L. DE C.V.  (BODEGA AURRERA),7625t
CADENA COMERCIAL OXXO  SA DE CV LA PRADERA II,7626t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. Y/O SAMS,7627t
TIENDAS COMERCIAL MEXICANA  S.A.DE  C.V. (FRESKO JURIQUILLA),7628t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.   (SUPERAMA MILENIO),7629t
NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. (SUPERAMA),7630t
POLLERIA CHIKEN NOW,7631t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. (SUPERAMA TEJEDA),7632t
AYAX  COMERCIAL  S.A. DE C.V.,7633t
PACIFIC PHARMA,7634t
CALZADOS PAMPLONA  S.A. DE C.V.,7635t
AUTODEPOT,7636t
REFACCIONARIA CALIFORNIA,7637t
LUBRICANTES Y FILTROS LOMAS,7638t
100% SUSPENSIONES,7639t
REFACCIONES Y ACCESORIOS CALIFORNIA.,7640t
CADENA COMERCIAL OXXO  S.A.DE C.V.,7641t
MAXI SUPER,7642t
SUPER Q  S.A. DE C.V.,7643t
RUNSA,7644t
FRUTERIA EL MEXICANO,7645t
SEXY JEANS  S.A. DE C.V.,7646t
LOB BOUTIQUE,7647t
MASSIMO  DUTTI,7648t
     JEANïS CLUB,7649t
DEPORTES MARTI  S.A.DE C.V.,7650t
CUI  DERMA,7651t
DERMA FARMACIAS DERMATOLOGICAS,7652t
PINEDA COVALIN  S.A. DE C.V.,7653t
ELEKTRA DEL MILENIO. S.A. DE C.V.,7654t
 EL TRAPIO,7655t
MOUNTAIN MISCELANEA,7656t
GOODYEAR DIRAMA,7657t
KAREN,7658t
CASA LUNA,7659t
SEGURIDAD INDUSTRIAL AMIGO  S.A. DE C.V. (AMIGO SAFETY),7660t
PSI PROVEEDOR DE EQUIPO EN SEGURIDAD INDUSTRIAL S.A. DE C.V.,7661t
LLANTERA Y SERVICIO AUTOMOTRIZ GRUPO CALO,7662t
CONVERSE SORRENTO,7663t
TIENDAS HEXA  S.A. DE C.V.,7664t
NIKE DE MEXICO  S. DE R.L. DE C.V.,7665t
MATERIALES SANTA ANA,7666t
RINES Y LLANTAS  GALLOS,7667t
FARMACIA REGIO,7668t
TIENDA DE ROPA INNOMINADA,7669t
FARMACIAS SAN FRANCISCO DE ASIS S.A. DE C.V.,7670t
TOPS BOUTIQUE,7671t
GEORGIE BOY,7672t
MUEBLES DICO  S.A. DE C.V.,7673t
BOUTIQUE ROCOCO Y/O GABRIELA HERNANDEZ DELGADO,7674t
COPPEL   S.A. DE C.V.,7675t
AUTOLUBRICANTES BADILLOS,7676t
PERFUMERIA JACARANDAS,7677t
COMERCIALIZADORA PECOLLA  S.A. DE C.V.,7678t
COPPEL  S.A.DE C.V.,7679t
ROPA CASUAL BAZAR,7680t
CESIT (CENTROS DE SERVICIOS ITALIKA),7681t
TIENDA NATURISTA NATURALMENTE,7682t
NUTRI NATURA,7683t
FABRICA DE PINTURAS SP,7684t
TIENDA NATURISTA TESORO NATURAL,7685t
PINTU SAYER Y/O PINTURAS Y COMPLEMENTOS ECA,7686t
PINTURAS Y COMPLEMENTOS ECA  S.A. DE C.V.,7687t
INTERNATIONAL KITCHENS,7688t
MARTINEZ ROBLES MARTHA PATRICIA (MISCELANEA),7689t
FERTILIZANTES HIDALGO,7690t
OSAKA AUTOPARTES,7691t
BEBELANDIA,7692t
JOYERIA ESMERALDA,7693t
RADIADORES BOMBAS DE AGUA,7694t
AUTOPARTES ELECTRICAS EL GUERO,7695t
DIMEO  CASUAL WEAR,7696t
UNIFORMES EXCLUSIVOS,7697t
MC. DONALDS,7698t
COMERCIALIZADORA DE VALOR AGREGADO  S.A. DE C.V.,7699t
MULTILLANTAS Y SERVICIOS CARRILLO   S.A. DE C.V.,7700t
RADIADORES DEL BAJIO,7701t
VITALIZADORA VEGA S.A. DE C.V.,7702t
MUEBLES DE LA  HACIENDA,7703t
APPLE WORLD,7704t
PAPELERIA SAN RAFAEL,7705t
IP SERVICE,7706t
CASA ORFEBRE SAN  Y/O AURA ITZEL  BRAVO ROBLES,7707t
COPAN JOYAS Y REGALOS,7708t
ARNESES ELECTRICOS IND.,7709t
CASA DE EMPEÑO Y REMATES LA GLORIETA DEL DINERO Y/O ALEYDA DEL ROSARIO LEON SULU,7710t
REALICE EMPEÑOS Y/O MAXI PRENDA  S.A DE C.V,7711t
PRENDAMEX CASA DE EMPEÑO Y/O ASESORES Y SOLUCIONES PA SA DE CV,7712t
BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO  S DE R.L DE C.V,7713t
GRUPO BOXITO SA DE CV,7714t
CASA DE EMPEÑO PRESTALANA Y/O SEBASTIAN ISAIAS ESMORTO LEON,7715t
CASA DE EMPEÑO LA CONFIANZA Y/O DAHER BACHAR IBRAHIM,7716t
MARGARITAVILLE Y/O MV COZUMEL  S.A DE C.V,7717t
CADENA COMERCIAL OXXO  S.A DE C.V,7718t
QUICKSILVER DE MEXICO  S DE R.L DE C.V,7719t
BOUTIQUE LOB Y/O OPERADORA LOB SA DE CV,7720t
ZOY Y/O DISEÑO Y MODA PARISINA  S.A DE C.V,7721t
EL PALACIO DE LAS PELUCAS Y/O EFRAIN ENRIQUE ANGULO ELIAS,7722t
BOUTIQUE JULIO Y/O GRUPO JULIO  S.A DE C.V,7723t
SCAPPINO Y/O AMERICA CONTINENTAL  S.A DE C.V,7724t
TIENDAS OPTIMA Y/O TIENDAS ALKA  S.A DE C.V,7725t
RELOJERIA DIANA Y/O GONZALO VARGAS RIVERO,7726t
WALDO DOLAR MART DE MEXICO S DE R.L DE C.V,7727t
RAMS COTTONS Y/O CORTE Y CONFECCION  S.A DE C.V,7728t
TIENDAS COMERCIAL MEXICANA  S.A DE C.V,7729t
ILUSION Y/O PRENDAS INTIMAS MARTIN SA DE CV,7730t
SANTORY INTERNACIONAL SA DE CV,7731t
NOVIAS SELENE Y/O MARTHA SELENE GARCIA SILVA,7732t
MODAS PARISINA Y/O GRUPO CASIME  S.A DE C.V,7733t
VERTICHE Y/O COMERCIAL IAC  S.A DE C.V,7734t
NOVEDADES KATIA Y/O KATIA ESTEFANIA FABRO PEREZ,7735t
MODA INFANTIL NISSY Y/O DARVELLA MALDONADO GARCIA,7736t
DANA PAOLA Y/O DIANA BEATRIZ ANCONA MEZO,7737t
ARTICULOS DE IMPORTACION CHIKRI Y/O SILVIA MARIA GONZALEZ CORAL,7738t
BOUTIQUE ROSAS Y AZARES  Y/O SONIA MARTINEZ PEREZ,7739t
MULTIMARCAS ZAPATERIA AZTECA Y/O CALZADOS UREPEL SA DE CV,7740t
BISUTERIA PINPICOSAS Y/O JOSE FLORENTINO MUKUL PASOS,7741t
MAGIC STONE Y/O HERNANDEZ ABELINO ELISEO,7742t
GRUPO ELECZION  S DE R.L DE C.V,7743t
ZAPATERIA  REY LEON Y/O RICARDO SALGADO ROJAS,7744t
ZAPATERIA VAZQUEZ Y/O CARLOS VAZQUEZ HERNANDEZ,7745t
BODEGAS BAROUDI Y/O PROVEEDORA DEL PANADERO  S.A DE C.V,7746t
CADENA COMERCIAL OXXO SA DE CV (ARBOLEDAS),7747t
CADENA COMERCIAL OXXO  S.A DE C.V (MAGISTERIO),7748t
CORPORATIVO DE ABARROTES MARLON S DE R.L DE C.V,7749t
DUNOSUSA Y/O PROVEEDORA DEL PANADERO  S.A DE C.V,7750t
TIENDA EXTRA  S.A DE C.V,7751t
CADENA COMERCIAL OXXO SA DE CV (TORCASITA),7752t
PLAYERAS OPTIMA Y/O ASIS TU VESTIR  S.A DE C.V,7753t
SUPER SAN FRANCISCO DE ASIS S.A DE C.V,7754t
ZINGARA Y/O JEANADE SA DE CV,7755t
RESTAURANT LA PARRILLA Y/O OPERADORA LA PARRILLA  S.A. DE C.V.,7756t
PULL AND BEAR DE MEXICO  S.A DE C.V,7757t
ELITE LOCKERS Y/O MR SPORT GROUP  S.A DE C.V,7758t
SERVICIOS SHASA  S A DE C.V,7759t
RESTAURANTE-BAR HOOTERS CANCUN Y/O HAPPY WINGS  S.A DE C.V,7760t
CHILIS Y/O LAS NUEVAS DELICIAS GASTRONOMICAS  S DE R.L DE C.V,7761t
SIRLON STOCKADE Y/O REPRESENTACIONES DE FRANQUICIAS S A DE CV,7762t
BOUTIQUE LOB Y/O OPERADORA LOB  S.A DE C.V,7763t
HARLEY DAVIDSON Y/O INVERSIONES JJJ  SA DE CV,7764t
DEPORTES MARTI SA DE CV,7765t
COPPEL  S.A DE C.V,7766t
CUIDADO CON EL PERRO Y/O COMERCIALIZADORA ALMACENES GARCIA DE MEXICO  S.A DE C.V,7767t
DEPORTES MARTI S.A DE C.V,7768t
FUROR PRODUCTO Y/O  REVELACION EN EL VESTIR S.A DE C.V,7769t
TIENDA DEL SOL Y/O SERVICIOS OPERATIVOS CONTROL  S.A DE C.V,7770t
ZINGARA SWIMWEAR Y/O JEANADE  S.A DE C.V,7771t
COMERCIALIZADORA D-70  S.A DE C.V,7772t
ART.FIESTA MEXICANA Y/O AZUL MAR DEL CARIBE  S.A DE C.V,7773t
EL PALACIO DE HIERRO SA DE CV,7774t
LIVERPOOL DUTY FREE Y/O OPERADORA COMERCIAL LIVERPOOL SA DE CV,7775t
BOUTIQUE RAPSODIA Y/O MODA RAPSODIA SA DE CV,7776t
PLAZA LA FIESTA  Y/O DISTRIBUCIONES FP SA DE CV,7777t
RESTAURANTE-BAR HOOTERS LA ISLA Y/O JR WINGS S DE RL DE CV,7778t
BOUTIQUE EMPORIO ARMANI INTERCAMBIO ITALIANO SA DE CV,7779t
RESTAURANTE TACO GRILL,7780t
LA FERRE COMERCIALIZADORA  S.A DE C.V,7781t
BACUS STEAK HOUSE Y/O FIDAH ELJURE ELJURE,7782t
LA BOTANA DE PELICANOS Y/O AGUILAR LAGUARDIA ALEJANDRO,7783t
LAS DE GUANATOS Y/O LOS GUANA DE CHETU  S.A DE C.V,7784t
CLOE Y/O OPERADORA DE TIENDAS EXCLUSIVAS  S.A DE C.V,7785t
SPORT CASUAL Y/O ANDRES MUÑOS LOPEZ,7786t
INKY Y/O PAUL FLORES GARCIA,7787t
TIENDA DE ROPA Y/O JOSE FELIPE MARTIN FERNANDEZ OLVERA,7788t
ELITE LOCKERS Y/O ALL SPORT FLAG SHIP  S. A DE C.V,7789t
ZAPATERIA JEAN PIERRE Y/O MANOFACTURAS DE CALZADO FINO  S.A DE C.V,7790t
FLEA MARKET Y/O AVILA JIMENEZ NIDELVIA MARIA,7791t
ZAPATERIA AROS Y/O CALZADO SORA HILLS  S.A DE C.V,7792t
DEPORTES MARTI  S.A DE C.V,7793t
PUERTO BANUS  S.A DE C.V,7794t
NOVEDADES HILDA Y/O HILDA RODRIGUEZ GUILLERMO,7795t
HOUSE OF JEANS  Y/O AVILES CHUC LAURA MARISOL,7796t
PINTURAS ULTRACOLOR Y/O RUBEN ALVARADO VILLAFAN,7797t
ZAPATERIA NACIONAL Y/O GUTIERREZ VILLEGAS CARMINAS,7798t
BOUTIQUE SOLEDAD Y/O HERNANDEZ CERVERA NIDIA SOLEDAD,7799t
WAL MART CANCUN II Y/O NUEVA WAL MART DE MEXICO S DE R.L DE C.V,7800t
TIENDAS CHEDRAUI  S.A DE C.V,7801t
BOUTIQUE ANA MARIA Y/O ANA MARIA CAMPOS ANGELES,7802t
FERRETERIA BSB Y/O PATRICIA RIOS MEZA,7803t
SAMS CLUB PROP.DE NUEVA WAL MART DE MEXICO  S. DE R.L.DE C.V,7804t
SUPER AKI Y/O SUPER SAN FRANCISCO DE ASIS  S.A DE C.V.,7805t
CITY CLUB Y/O TIENDAS SORIANA  S.A DE C.V,7806t
BODEGA AURRERA NAHIL Y/O NUEVA WAL MART DE MEXICO  S. DE R.L DE C.V,7807t
AUDI CENTER CANCUN Y/O MHA  S.A DE C.V,7808t
SURTIDORA DE DULCES ROJO  S.A DE C.V,7809t
DULCERIA TONY Y/O FAUSTA CHI PAT,7810t
SURTIDORA DE DULCES ROJO  S.A. DE C.V.,7811t
DULCERIA WINNIE POOH Y/O ELIZABETH PEREZ AZAMAR,7812t
POLIBOLSAS Y DULCES EL NIÑO JESUS Y/O UU HERRERA ANGELA ADDA,7813t
CIM Y/O FRANCISCO JAVIER URRUTIA GUILLEN,7814t
NOVEDADES COLORïS Y/O JUANA MARIA ESQUIVEL PAREJA,7815t
NOVEDADES OKI DOKI Y/O RAMIREZ SOLIS CLAUDIA SOCORRO,7816t
SAMS CLUB Y/O NUEVA WAL MART DE MEXICO  S DE R.L DE C.V,7817t
TIENDAS SORIANA S.A DE C.V,7818t
APPLEBEES Y/O RESTAURANTE SUB  S.A DE C.V,7819t
BODEGA AURRERA PLAYA MAYA Y/O NUEVA WAL MART DE MEXICO  S DE R.L DE C.V,7820t
ZAPATERIA LA JOYA Y/O CALZADO ROVIBA  S.A DE C.V,7821t
BODEGA AURRERA VILLAS OTOCH-CANCUN Y/O NUEVA WAL MART DE MEXICO  S DE R.L DE C.V,7822t
DISEÑO Y MODA PARISINA  S.A DE C.V,7823t
ADMINISTRADORA DE ZAPATERIAS FLEXI  S.A DE C.V,7824t
SECRETS BOUTIQUE Y/O OSCAR PEREZ SALGADO,7825t
ELITE LOCKERS  S.A DE C.V,7826t
RESTAURANTE & SPORT BAR WINNERïS Y/O PEREZ ZAFRA LARISSA GABRIELA,7827t
NUEVA WAL MART DE MEXICO  S DE R.L DE C.V,7828t
TIENDA DE ROPA SENSACION Y/O SENBIS  S.A DE C.V,7829t
ZAPATERIA 3 HERMANOS Y/O CANCUNZAPA  S.A DE C.V,7830t
ZAPATERIA PAKAR Y/O CALZADOS PACHI  S.A DE C.V,7831t
TIENDAS SORIANA  S.A DE C.V,7832t
CAMASHA Y/O CAMASHA GUAYABERAS SA DE CV,7833t
BISUTERIA TOO LATE Y/O MOLINA VILLEGAS JOSE ROBERTO,7834t
CASH APOYO EFECTIVO CANCUN 7 Y/O CAPITAL SA DE CV SOFOM ENR,7835t
NOVEDADES FANTASY HOUSE,7836t
ALMACEN ARROYOS JALPA Y/O LEPE PRESUEL MARIA NICTE-HA,7837t
ANGELOPOLIS Y/O BONIFACIA PORTADOR DIAZ,7838t
TIENDA DE ROPA EL DIVINO REDENTOR Y/O VICTOR RAFAEL CASTILLO CARRILLO,7839t
SOHO FASHION  S.A DE C.V,7840t
TOMMY HILFIGER Y/O BASECO  S.A DE C.V,7841t
MISTER TENNIS Y/O CONSORCIO MISTER T  S.A DE C.V,7842t
TIENDA DE ROPA HANG TEEN Y/O GLOBAL BASICS  S.A DE C.V,7843t
ZARA MEXICO CONTRATO 1A ENP,7844t
WATCH MY WATCH  Y/O ISLAND CABO  S.A DE C.V,7845t
ZAPATERIA IL MARKIO Y/O JM POR SIEMPRE  S.A DE C.V,7846t
ZAPATERIA HAMILTON Y/O COMERCIALIZADORA DE MOCASINES  S.A DE C.V,7847t
TENIS CHARLY INTER TENIS  S.A DE C.V,7848t
QUIKSILVER MEXICO  S DE R.L DE C.V,7849t
MASKLIM Y/O MIGUEL TLAPA GARCIA,7850t
DEPORTES HADAD CHETUMAL  Y/O HADAD SALGADO JORGE,7851t
DAYLU Y/O ROEYUC  S.A DE C.V,7852t
ZAPATERIA LA JOYA Y/O CALZADOS ROVIBA  S.A DE C.V,7853t
ZAPATERIA AROS Y/O JOSE FERNANDO CRUZ PICHARDO,7854t
ALL SPORT Y/O IMPULSORA DEPORTIVA DEL SURESTE  S.A DE C.V,7855t
MELODY Y/O MILANO SERVICIOS CORPORATIVOS  S.A DE C.V,7856t
GRUPO PAPELERO HERNANDEZ Y/O HERNANDEZ MARTINEZ JUAN,7857t
NOVEDADES SAGITAURO Y/O ZETINA KOLA EDGAR ROBERTO,7858t
C & A MEXICO  S DE R.L,7859t
RAMS COTTONS Y/O VADILLO CAPETILLO ANA GABRIELA,7860t
SHOP & SAVE Y/O CLAUDIA SOLIS GALVAN,7861t
SENSACION Y/O SEMBIS  S.A DE C.V,7862t
SANTORY INTERNACIONAL  S.A DE C.V,7863t
BERSHKA MEXICO  S.A DE C.V,7864t
TIENDAS DEPARTAMENTALES LIVERPOOL  S.A DE C.V,7865t
ZAPATERIA DEL CENTRO Y/O ANMAR DE MEXICO  S.A DE C.V,7866t
ZAPATERIA 3 HERMANOS Y/O ZAPACAN  S.A DE C.V,7867t
COPPEL  S. A DE C.V,7868t
ASSIS TU VESTIR  S.A DE C.V.,7869t
PUMA MEXICO SPORT  S.A DE C.V,7870t
JOYERIA LA JOYA Y/O GUSAMIGOS  S.A DE C.V,7871t
JOYERIA PAOLA Y/O ALBA ROSA CAMPOS PUERTO,7872t
CRISTAL JOYAS Y/O JOYAS PLAZA GALERIAS  S.A DE C.V,7873t
JOYERIA PREMIER Y/O PREMIER OPERADORA CORPORATIVA  S.A DE C.V,7874t
SILVER TRADITIONS Y/O FUSION MG  S.A DE C.V,7875t
SILVER EMPORIUM PUERTA MAYA Y/O OPERADORA PALANCAR  S.A DE C.V,7876t
MILANO DIAMOND GALLERY Y/O GOODMARK GALLERY  S.A DE C.V,7877t
JEWELS OF THE CARIBBEAN Y/O ORODIAM  S.A DE C.V,7878t
JOYERIA LINOïS Y/O DIAZ ABARCA MARCELINO,7879t
SILVER GOLD COLLETION Y/O JOYERIAS DEL CARIBE  S.A DE C.V,7880t
JOYERIA EFFY Y/O BENDICIONES EMPRESAS  S.A DE C.V,7881t
JOYERIA MOON AND SUN Y/O JUAN CARLOS FLORES MATIAS,7882t
JOYERIA ARIES Y/O BRAYANT BERNAL MATIAS,7883t
FARMACIA CALDERON  S.A. DE C.V.,7884t
LIZBETH GUTIERREZ ORTIZ Y/O ZAPATERIA ESTRELLA,7885t
ZAPATERIAS OSCAR,7886t
ARNULFO VAZQUEZ ALMANZA Y/O EL NUEVO SOL,7887t
SBSBSG COMPANY DE MEXICO S.R. L. DE C.V.,7888t
FARMACIA JOPAROX  S.A. DE C.V.,7889t
CITY CEL,7890t
CLOTILDE MEDINA ORTIZ Y/O PYMSA,7891t
ABARROTES Y MOLINO DE NIXTAMAL SAN MARTIN DE PORRES,7892t
CENTRAL ELECTRICA,7893t
SUPER TIENDA RAMOS  S.A. DE C.V.,7894t
 CARNES Y FRUTAS LOS REYES,7895t
CARNES Y FRUTAS LA POPULAR,7896t
CARNES SELECTAS LA POPULAR,7897t
ZAPATERIA ELIZA,7898t
REGIO NOVIAS,7899t
 MINI SUPER LA MOLE,7900t
MINI SUPER LA HACIENDA,7901t
ELECTROSUMINISTROS DEL NORTE  S.A. DE C.V.,7902t
FRUTERIA  Y CARNICERIA CHAPALA,7903t
MINI SUPER CASA BLANCA III/MARTIN MUÑOZ MUÑOZ,7904t
SUPER CARNICERIA HERMANOS REA,7905t
DULCERAMA  NÑ 4,7906t
 DULCERIA KARLAS,7907t
ZAPATERIA EL GALLO DE NUEVO LAREDO  S.A. DE C.V.,7908t
NOVIAS MA. CRISTINA,7909t
WALDOS DOLAR MART DE MEXICO,7910t
AGUA PURIFICADA SIERRA PURA,7911t
SAMS CLUB,7912t
JESUS ARTEAGA PEDROZA Y/O PASTELERIAS DE SUZANNE,7913t
NOVEDADES MATEO,7914t
LOS JAROCHOS,7915t
ABARROTES LA JAROCHA NÑ1,7916t
DULCERIA EL CHUPIRUL,7917t
FLORERIA LAS MARGARITAS,7918t
LOCURA BOUTIQUE,7919t
ABARROTES EL ROSAL,7920t
ABARROTES GARCEZ,7921t
ABARROTES LA CHIQUITA,7922t
ABARROTES MAYASA,7923t
ABARROTES MARTINEZ,7924t
FRONTERA ELECTRONICS AND NOVELTIES,7925t
FRONTERA ELECTRONICS & NOVELTIES,7926t
ABARROTES MARY,7927t
ABARROTES NENE,7928t
FRUTAS Y ABARROTES ROMA,7929t
MINI SUPER CRUZ AZUL,7930t
ROXANAïS PASTELES Y GALLETAS,7931t
LA PARRILLITA RESTAURANT,7932t
