Id_Producto,Id_Tienda,INCUMPLIMIENTO
119p,1672t,NO SE DETECTO INCUMPLIMIENTO
167p,1672t,NO SE DETECTO INCUMPLIMIENTO
3p,1935t,NO SE DETECTO INCUMPLIMIENTO
3p,1936t,NO SE DETECTO INCUMPLIMIENTO
3p,1937t,NO SE DETECTO INCUMPLIMIENTO
3p,1938t,NO SE DETECTO INCUMPLIMIENTO
33p,1938t,NO SE DETECTO INCUMPLIMIENTO
105p,1938t,NO SE DETECTO INCUMPLIMIENTO
3p,1939t,NO SE DETECTO INCUMPLIMIENTO
3p,1940t,NO SE DETECTO INCUMPLIMIENTO
3p,1941t,NO SE DETECTO INCUMPLIMIENTO
3p,1942t,NO SE DETECTO INCUMPLIMIENTO
3p,1945t,NO SE DETECTO INCUMPLIMIENTO
54p,1945t,NO SE DETECTO INCUMPLIMIENTO
61p,1945t,NO SE DETECTO INCUMPLIMIENTO
3p,1982t,NO SE DETECTO INCUMPLIMIENTO
3p,1983t,NO SE DETECTO INCUMPLIMIENTO
3p,1984t,NO SE DETECTO INCUMPLIMIENTO
3p,1985t,NO SE DETECTO INCUMPLIMIENTO
3p,1986t,NO SE DETECTO INCUMPLIMIENTO
54p,1986t,NO SE DETECTO INCUMPLIMIENTO
93p,1986t,NO SE DETECTO INCUMPLIMIENTO
126p,1986t,NO SE DETECTO INCUMPLIMIENTO
3p,1988t,NO SE DETECTO INCUMPLIMIENTO
3p,1989t,NO SE DETECTO INCUMPLIMIENTO
3p,1991t,NO SE DETECTO INCUMPLIMIENTO
3p,2015t,NO SE DETECTO INCUMPLIMIENTO
3p,2119t,NO SE DETECTO INCUMPLIMIENTO
33p,2119t,NO SE DETECTO INCUMPLIMIENTO
3p,2120t,NO SE DETECTO INCUMPLIMIENTO
3p,2121t,NO SE DETECTO INCUMPLIMIENTO
3p,2122t,NO SE DETECTO INCUMPLIMIENTO
3p,2123t,NO SE DETECTO INCUMPLIMIENTO
3p,2124t,NO SE DETECTO INCUMPLIMIENTO
105p,2124t,NO SE DETECTO INCUMPLIMIENTO
3p,2125t,NO SE DETECTO INCUMPLIMIENTO
3p,2126t,NO SE DETECTO INCUMPLIMIENTO
3p,2127t,NO SE DETECTO INCUMPLIMIENTO
126p,2127t,NO SE DETECTO INCUMPLIMIENTO
3p,2128t,NO SE DETECTO INCUMPLIMIENTO
3p,2133t,NO SE DETECTO INCUMPLIMIENTO
3p,2134t,NO SE DETECTO INCUMPLIMIENTO
4p,2134t,NO SE DETECTO INCUMPLIMIENTO
61p,2134t,NO SE DETECTO INCUMPLIMIENTO
3p,2151t,NO SE DETECTO INCUMPLIMIENTO
3p,2152t,NO SE DETECTO INCUMPLIMIENTO
3p,2155t,NO SE DETECTO INCUMPLIMIENTO
54p,2155t,NO SE DETECTO INCUMPLIMIENTO
72p,2155t,NO SE DETECTO INCUMPLIMIENTO
3p,2157t,NO SE DETECTO INCUMPLIMIENTO
3p,2162t,NO SE DETECTO INCUMPLIMIENTO
120p,2162t,NO SE DETECTO INCUMPLIMIENTO
3p,2181t,NO SE DETECTO INCUMPLIMIENTO
3p,2182t,NO SE DETECTO INCUMPLIMIENTO
3p,2205t,NO SE DETECTO INCUMPLIMIENTO
3p,2206t,NO SE DETECTO INCUMPLIMIENTO
33p,2206t,NO SE DETECTO INCUMPLIMIENTO
72p,2206t,NO SE DETECTO INCUMPLIMIENTO
3p,2207t,NO SE DETECTO INCUMPLIMIENTO
3p,2321t,NO SE DETECTO INCUMPLIMIENTO
105p,2321t,NO SE DETECTO INCUMPLIMIENTO
3p,2866t,NO SE DETECTO INCUMPLIMIENTO
4p,2866t,NO SE DETECTO INCUMPLIMIENTO
22p,2866t,NO SE DETECTO INCUMPLIMIENTO
54p,2866t,NO SE DETECTO INCUMPLIMIENTO
93p,2866t,NO SE DETECTO INCUMPLIMIENTO
105p,2866t,NO SE DETECTO INCUMPLIMIENTO
123p,2866t,NO SE DETECTO INCUMPLIMIENTO
126p,2866t,Carece de leyenda que identifique el pais de origen del producto
126p,2866t,NO SE DETECTO INCUMPLIMIENTO
3p,2870t,NO SE DETECTO INCUMPLIMIENTO
105p,2870t,NO SE DETECTO INCUMPLIMIENTO
3p,2872t,NO SE DETECTO INCUMPLIMIENTO
3p,2873t,NO SE DETECTO INCUMPLIMIENTO
3p,2874t,NO SE DETECTO INCUMPLIMIENTO
3p,2876t,NO SE DETECTO INCUMPLIMIENTO
4p,2876t,NO SE DETECTO INCUMPLIMIENTO
22p,2876t,NO SE DETECTO INCUMPLIMIENTO
54p,2876t,NO SE DETECTO INCUMPLIMIENTO
61p,2876t,NO SE DETECTO INCUMPLIMIENTO
93p,2876t,NO SE DETECTO INCUMPLIMIENTO
126p,2876t,NO SE DETECTO INCUMPLIMIENTO
211p,2876t,NO SE DETECTO INCUMPLIMIENTO
3p,2877t,NO SE DETECTO INCUMPLIMIENTO
169p,2877t,NO SE DETECTO INCUMPLIMIENTO
178p,2877t,NO SE DETECTO INCUMPLIMIENTO
211p,2877t,NO SE DETECTO INCUMPLIMIENTO
3p,2878t,NO SE DETECTO INCUMPLIMIENTO
105p,2878t,NO SE DETECTO INCUMPLIMIENTO
3p,2883t,NO SE DETECTO INCUMPLIMIENTO
3p,2884t,NO SE DETECTO INCUMPLIMIENTO
54p,2884t,NO SE DETECTO INCUMPLIMIENTO
3p,847t,NO SE DETECTO INCUMPLIMIENTO
22p,847t,NO SE DETECTO INCUMPLIMIENTO
38p,847t,NO SE DETECTO INCUMPLIMIENTO
54p,847t,NO SE DETECTO INCUMPLIMIENTO
61p,847t,NO SE DETECTO INCUMPLIMIENTO
178p,847t,NO SE DETECTO INCUMPLIMIENTO
3p,2886t,NO SE DETECTO INCUMPLIMIENTO
3p,2887t,NO SE DETECTO INCUMPLIMIENTO
3p,2888t,NO SE DETECTO INCUMPLIMIENTO
3p,2891t,NO SE DETECTO INCUMPLIMIENTO
3p,2893t,NO SE DETECTO INCUMPLIMIENTO
3p,2895t,NO SE DETECTO INCUMPLIMIENTO
33p,2895t,NO SE DETECTO INCUMPLIMIENTO
3p,2919t,NO SE DETECTO INCUMPLIMIENTO
4p,2919t,NO SE DETECTO INCUMPLIMIENTO
54p,2919t,NO SE DETECTO INCUMPLIMIENTO
61p,2919t,NO SE DETECTO INCUMPLIMIENTO
120p,2919t,NO SE DETECTO INCUMPLIMIENTO
3p,2920t,NO SE DETECTO INCUMPLIMIENTO
3p,2935t,NO SE DETECTO INCUMPLIMIENTO
4p,2935t,NO SE DETECTO INCUMPLIMIENTO
3p,2936t,NO SE DETECTO INCUMPLIMIENTO
4p,2936t,NO SE DETECTO INCUMPLIMIENTO
104p,2936t,NO SE DETECTO INCUMPLIMIENTO
3p,2937t,NO SE DETECTO INCUMPLIMIENTO
3p,2951t,NO SE DETECTO INCUMPLIMIENTO
3p,3200t,NO SE DETECTO INCUMPLIMIENTO
120p,3200t,NO SE DETECTO INCUMPLIMIENTO
3p,3209t,NO SE DETECTO INCUMPLIMIENTO
54p,3209t,NO SE DETECTO INCUMPLIMIENTO
63p,3209t,NO SE DETECTO INCUMPLIMIENTO
123p,3209t,NO SE DETECTO INCUMPLIMIENTO
3p,3212t,NO SE DETECTO INCUMPLIMIENTO
3p,3213t,NO SE DETECTO INCUMPLIMIENTO
3p,3214t,NO SE DETECTO INCUMPLIMIENTO
3p,3142t,NO SE DETECTO INCUMPLIMIENTO
28p,3142t,NO SE DETECTO INCUMPLIMIENTO
38p,3142t,NO SE DETECTO INCUMPLIMIENTO
38p,3142t,Carece de leyenda que identifique el pais de origen del producto
54p,3142t,NO SE DETECTO INCUMPLIMIENTO
63p,3142t,NO SE DETECTO INCUMPLIMIENTO
63p,3142t,Carece de certificado de cumplimiento NOM
120p,3142t,NO SE DETECTO INCUMPLIMIENTO
3p,3164t,NO SE DETECTO INCUMPLIMIENTO
34p,3164t,No acredita los requisitos de segurudad del producto de conformidad con lo dispuesto en la norma.
54p,3164t,NO SE DETECTO INCUMPLIMIENTO
61p,3164t,NO SE DETECTO INCUMPLIMIENTO
93p,3164t,NO SE DETECTO INCUMPLIMIENTO
3p,3219t,NO SE DETECTO INCUMPLIMIENTO
54p,3219t,NO SE DETECTO INCUMPLIMIENTO
61p,3219t,NO SE DETECTO INCUMPLIMIENTO
139p,3219t,NO SE DETECTO INCUMPLIMIENTO
3p,3221t,NO SE DETECTO INCUMPLIMIENTO
3p,3223t,NO SE DETECTO INCUMPLIMIENTO
93p,3223t,NO SE DETECTO INCUMPLIMIENTO
3p,3224t,NO SE DETECTO INCUMPLIMIENTO
3p,3226t,NO SE DETECTO INCUMPLIMIENTO
34p,3226t,NO SE DETECTO INCUMPLIMIENTO
54p,3226t,NO SE DETECTO INCUMPLIMIENTO
61p,3226t,NO SE DETECTO INCUMPLIMIENTO
98p,3226t,NO SE DETECTO INCUMPLIMIENTO
123p,3226t,NO SE DETECTO INCUMPLIMIENTO
3p,3227t,NO SE DETECTO INCUMPLIMIENTO
3p,3230t,NO SE DETECTO INCUMPLIMIENTO
3p,3231t,NO SE DETECTO INCUMPLIMIENTO
3p,3232t,NO SE DETECTO INCUMPLIMIENTO
3p,3233t,NO SE DETECTO INCUMPLIMIENTO
3p,3237t,NO SE DETECTO INCUMPLIMIENTO
3p,3243t,NO SE DETECTO INCUMPLIMIENTO
3p,3251t,NO SE DETECTO INCUMPLIMIENTO
3p,3252t,NO SE DETECTO INCUMPLIMIENTO
3p,3253t,NO SE DETECTO INCUMPLIMIENTO
3p,3254t,NO SE DETECTO INCUMPLIMIENTO
54p,3254t,NO SE DETECTO INCUMPLIMIENTO
3p,3256t,NO SE DETECTO INCUMPLIMIENTO
54p,3256t,NO SE DETECTO INCUMPLIMIENTO
105p,3256t,NO SE DETECTO INCUMPLIMIENTO
178p,3256t,NO SE DETECTO INCUMPLIMIENTO
3p,3150t,NO SE DETECTO INCUMPLIMIENTO
4p,3150t,NO SE DETECTO INCUMPLIMIENTO
54p,3150t,NO SE DETECTO INCUMPLIMIENTO
78p,3150t,NO SE DETECTO INCUMPLIMIENTO
93p,3150t,NO SE DETECTO INCUMPLIMIENTO
3p,3262t,NO SE DETECTO INCUMPLIMIENTO
3p,3263t,NO SE DETECTO INCUMPLIMIENTO
3p,3265t,NO SE DETECTO INCUMPLIMIENTO
126p,3265t,NO SE DETECTO INCUMPLIMIENTO
235p,3265t,NO SE DETECTO INCUMPLIMIENTO
3p,3270t,NO SE DETECTO INCUMPLIMIENTO
3p,3273t,NO SE DETECTO INCUMPLIMIENTO
3p,3275t,NO SE DETECTO INCUMPLIMIENTO
54p,3275t,NO SE DETECTO INCUMPLIMIENTO
69p,3275t,NO SE DETECTO INCUMPLIMIENTO
178p,3275t,NO SE DETECTO INCUMPLIMIENTO
3p,1660t,NO SE DETECTO INCUMPLIMIENTO
4p,1660t,NO SE DETECTO INCUMPLIMIENTO
9p,1660t,No indica veracidad de la informacion comercial
9p,1660t,toma de muestras
11p,1660t,NO SE DETECTO INCUMPLIMIENTO
13p,1660t,NO SE DETECTO INCUMPLIMIENTO
13p,1660t,toma de muestras
13p,1660t,Induce a error o confusi¾n en declaraciones de propiedades sin significado
15p,1660t,NO SE DETECTO INCUMPLIMIENTO
25p,1660t,NO SE DETECTO INCUMPLIMIENTO
26p,1660t,NO SE DETECTO INCUMPLIMIENTO
27p,1660t,NO SE DETECTO INCUMPLIMIENTO
28p,1660t,NO SE DETECTO INCUMPLIMIENTO
30p,1660t,NO SE DETECTO INCUMPLIMIENTO
34p,1660t,NO SE DETECTO INCUMPLIMIENTO
36p,1660t,NO SE DETECTO INCUMPLIMIENTO
40p,1660t,NO SE DETECTO INCUMPLIMIENTO
41p,1660t,NO SE DETECTO INCUMPLIMIENTO
42p,1660t,NO SE DETECTO INCUMPLIMIENTO
43p,1660t,NO SE DETECTO INCUMPLIMIENTO
43p,1660t,toma de muestras
54p,1660t,NO SE DETECTO INCUMPLIMIENTO
57p,1660t,NO SE DETECTO INCUMPLIMIENTO
61p,1660t,NO SE DETECTO INCUMPLIMIENTO
63p,1660t,NO SE DETECTO INCUMPLIMIENTO
65p,1660t,Induce a error o confusi¾n al consumidor con respecto a la naturaleza y caracterÝsticas del producto
65p,1660t,Ostenta nombre o denominaci¾n generica del producto de forma incorrecta
67p,1660t,NO SE DETECTO INCUMPLIMIENTO
71p,1660t,NO SE DETECTO INCUMPLIMIENTO
108p,1660t,NO SE DETECTO INCUMPLIMIENTO
109p,1660t,NO SE DETECTO INCUMPLIMIENTO
112p,1660t,NO SE DETECTO INCUMPLIMIENTO
121p,1660t,NO SE DETECTO INCUMPLIMIENTO
122p,1660t,NO SE DETECTO INCUMPLIMIENTO
128p,1660t,NO SE DETECTO INCUMPLIMIENTO
129p,1660t,NO SE DETECTO INCUMPLIMIENTO
130p,1660t,NO SE DETECTO INCUMPLIMIENTO
131p,1660t,NO SE DETECTO INCUMPLIMIENTO
132p,1660t,NO SE DETECTO INCUMPLIMIENTO
143p,1660t,NO SE DETECTO INCUMPLIMIENTO
154p,1660t,NO SE DETECTO INCUMPLIMIENTO
180p,1660t,NO SE DETECTO INCUMPLIMIENTO
191p,1660t,NO SE DETECTO INCUMPLIMIENTO
209p,1660t,NO SE DETECTO INCUMPLIMIENTO
3p,3278t,NO SE DETECTO INCUMPLIMIENTO
4p,3278t,NO SE DETECTO INCUMPLIMIENTO
61p,3278t,NO SE DETECTO INCUMPLIMIENTO
120p,3278t,NO SE DETECTO INCUMPLIMIENTO
3p,3279t,NO SE DETECTO INCUMPLIMIENTO
3p,3280t,NO SE DETECTO INCUMPLIMIENTO
3p,3283t,NO SE DETECTO INCUMPLIMIENTO
3p,2156t,NO SE DETECTO INCUMPLIMIENTO
3p,2156t,Carece  de toda Informacion Comercial Conforme  a la Norma NOM-020-SCFI-1997
4p,2156t,NO SE DETECTO INCUMPLIMIENTO
54p,2156t,NO SE DETECTO INCUMPLIMIENTO
61p,2156t,NO SE DETECTO INCUMPLIMIENTO
120p,2156t,NO SE DETECTO INCUMPLIMIENTO
3p,3287t,NO SE DETECTO INCUMPLIMIENTO
61p,3287t,NO SE DETECTO INCUMPLIMIENTO
3p,3288t,NO SE DETECTO INCUMPLIMIENTO
26p,3288t,NO SE DETECTO INCUMPLIMIENTO
63p,3288t,NO SE DETECTO INCUMPLIMIENTO
3p,3293t,NO SE DETECTO INCUMPLIMIENTO
105p,3293t,NO SE DETECTO INCUMPLIMIENTO
3p,3294t,NO SE DETECTO INCUMPLIMIENTO
3p,3295t,NO SE DETECTO INCUMPLIMIENTO
3p,3299t,NO SE DETECTO INCUMPLIMIENTO
3p,3306t,NO SE DETECTO INCUMPLIMIENTO
3p,3310t,NO SE DETECTO INCUMPLIMIENTO
105p,3310t,NO SE DETECTO INCUMPLIMIENTO
3p,3343t,NO SE DETECTO INCUMPLIMIENTO
3p,1309t,NO SE DETECTO INCUMPLIMIENTO
4p,1309t,NO SE DETECTO INCUMPLIMIENTO
22p,1309t,NO SE DETECTO INCUMPLIMIENTO
25p,1309t,NO SE DETECTO INCUMPLIMIENTO
54p,1309t,NO SE DETECTO INCUMPLIMIENTO
61p,1309t,NO SE DETECTO INCUMPLIMIENTO
93p,1309t,NO SE DETECTO INCUMPLIMIENTO
105p,1309t,NO SE DETECTO INCUMPLIMIENTO
195p,1309t,NO SE DETECTO INCUMPLIMIENTO
3p,786t,NO SE DETECTO INCUMPLIMIENTO
4p,786t,NO SE DETECTO INCUMPLIMIENTO
25p,786t,Induce a error o confusion con respecto a la naturaleza y caracteristicas del producto.
25p,786t,No cumple  con ninguno de los puntos de la norma
25p,786t,NO SE DETECTO INCUMPLIMIENTO
34p,786t,NO SE DETECTO INCUMPLIMIENTO
36p,786t,NO SE DETECTO INCUMPLIMIENTO
38p,786t,NO SE DETECTO INCUMPLIMIENTO
54p,786t,NO SE DETECTO INCUMPLIMIENTO
58p,786t,NO SE DETECTO INCUMPLIMIENTO
67p,786t,NO SE DETECTO INCUMPLIMIENTO
72p,786t,NO SE DETECTO INCUMPLIMIENTO
89p,786t,NO SE DETECTO INCUMPLIMIENTO
92p,786t,NO SE DETECTO INCUMPLIMIENTO
93p,786t,NO SE DETECTO INCUMPLIMIENTO
101p,786t,NO SE DETECTO INCUMPLIMIENTO
206p,786t,NO SE DETECTO INCUMPLIMIENTO
3p,3481t,NO SE DETECTO INCUMPLIMIENTO
4p,3481t,NO SE DETECTO INCUMPLIMIENTO
25p,3481t,NO SE DETECTO INCUMPLIMIENTO
34p,3481t,NO SE DETECTO INCUMPLIMIENTO
54p,3481t,NO SE DETECTO INCUMPLIMIENTO
93p,3481t,NO SE DETECTO INCUMPLIMIENTO
105p,3481t,NO SE DETECTO INCUMPLIMIENTO
121p,3481t,NO SE DETECTO INCUMPLIMIENTO
3p,3675t,NO SE DETECTO INCUMPLIMIENTO
33p,3675t,NO SE DETECTO INCUMPLIMIENTO
3p,3676t,NO SE DETECTO INCUMPLIMIENTO
126p,3676t,NO SE DETECTO INCUMPLIMIENTO
3p,3677t,NO SE DETECTO INCUMPLIMIENTO
126p,3677t,NO SE DETECTO INCUMPLIMIENTO
3p,3678t,NO SE DETECTO INCUMPLIMIENTO
3p,3679t,NO SE DETECTO INCUMPLIMIENTO
105p,3679t,NO SE DETECTO INCUMPLIMIENTO
3p,3680t,NO SE DETECTO INCUMPLIMIENTO
3p,3722t,NO SE DETECTO INCUMPLIMIENTO
3p,3723t,NO SE DETECTO INCUMPLIMIENTO
3p,3738t,NO SE DETECTO INCUMPLIMIENTO
3p,145t,NO SE DETECTO INCUMPLIMIENTO
13p,145t,NO SE DETECTO INCUMPLIMIENTO
43p,145t,Carece de veracidad en informaci¢n
53p,145t,NO SE DETECTO INCUMPLIMIENTO
3p,3746t,NO SE DETECTO INCUMPLIMIENTO
3p,3749t,NO SE DETECTO INCUMPLIMIENTO
3p,3750t,NO SE DETECTO INCUMPLIMIENTO
3p,3781t,NO SE DETECTO INCUMPLIMIENTO
105p,3781t,NO SE DETECTO INCUMPLIMIENTO
3p,3859t,NO SE DETECTO INCUMPLIMIENTO
3p,3860t,NO SE DETECTO INCUMPLIMIENTO
250p,3860t,NO SE DETECTO INCUMPLIMIENTO
3p,3861t,NO SE DETECTO INCUMPLIMIENTO
3p,3895t,NO SE DETECTO INCUMPLIMIENTO
3p,3898t,NO SE DETECTO INCUMPLIMIENTO
3p,3899t,NO SE DETECTO INCUMPLIMIENTO
3p,3900t,NO SE DETECTO INCUMPLIMIENTO
105p,3900t,NO SE DETECTO INCUMPLIMIENTO
3p,3903t,NO SE DETECTO INCUMPLIMIENTO
3p,3916t,NO SE DETECTO INCUMPLIMIENTO
120p,3916t,NO SE DETECTO INCUMPLIMIENTO
3p,3940t,NO SE DETECTO INCUMPLIMIENTO
126p,3940t,NO SE DETECTO INCUMPLIMIENTO
3p,3946t,NO SE DETECTO INCUMPLIMIENTO
3p,3954t,NO SE DETECTO INCUMPLIMIENTO
126p,3954t,NO SE DETECTO INCUMPLIMIENTO
3p,3962t,NO SE DETECTO INCUMPLIMIENTO
3p,3963t,NO SE DETECTO INCUMPLIMIENTO
3p,3985t,NO SE DETECTO INCUMPLIMIENTO
97p,3985t,NO SE DETECTO INCUMPLIMIENTO
120p,3985t,NO SE DETECTO INCUMPLIMIENTO
3p,4017t,NO SE DETECTO INCUMPLIMIENTO
3p,4028t,NO SE DETECTO INCUMPLIMIENTO
3p,4059t,NO SE DETECTO INCUMPLIMIENTO
54p,4059t,NO SE DETECTO INCUMPLIMIENTO
3p,4061t,NO SE DETECTO INCUMPLIMIENTO
54p,4061t,NO SE DETECTO INCUMPLIMIENTO
61p,4061t,NO SE DETECTO INCUMPLIMIENTO
93p,4061t,NO SE DETECTO INCUMPLIMIENTO
3p,4016t,NO SE DETECTO INCUMPLIMIENTO
54p,4016t,NO SE DETECTO INCUMPLIMIENTO
61p,4016t,NO SE DETECTO INCUMPLIMIENTO
93p,4016t,NO SE DETECTO INCUMPLIMIENTO
3p,3983t,NO SE DETECTO INCUMPLIMIENTO
54p,3983t,NO SE DETECTO INCUMPLIMIENTO
61p,3983t,NO SE DETECTO INCUMPLIMIENTO
93p,3983t,NO SE DETECTO INCUMPLIMIENTO
3p,4066t,NO SE DETECTO INCUMPLIMIENTO
54p,4066t,NO SE DETECTO INCUMPLIMIENTO
145p,4066t,NO SE DETECTO INCUMPLIMIENTO
3p,4067t,NO SE DETECTO INCUMPLIMIENTO
54p,4067t,NO SE DETECTO INCUMPLIMIENTO
88p,4067t,NO SE DETECTO INCUMPLIMIENTO
91p,4067t,NO SE DETECTO INCUMPLIMIENTO
3p,4075t,NO SE DETECTO INCUMPLIMIENTO
3p,4078t,NO SE DETECTO INCUMPLIMIENTO
54p,4078t,NO SE DETECTO INCUMPLIMIENTO
97p,4078t,NO SE DETECTO INCUMPLIMIENTO
3p,4083t,NO SE DETECTO INCUMPLIMIENTO
3p,4084t,NO SE DETECTO INCUMPLIMIENTO
3p,4085t,NO SE DETECTO INCUMPLIMIENTO
3p,4086t,NO SE DETECTO INCUMPLIMIENTO
22p,4086t,NO SE DETECTO INCUMPLIMIENTO
54p,4086t,NO SE DETECTO INCUMPLIMIENTO
91p,4086t,NO SE DETECTO INCUMPLIMIENTO
3p,4090t,NO SE DETECTO INCUMPLIMIENTO
3p,4110t,NO SE DETECTO INCUMPLIMIENTO
3p,4111t,NO SE DETECTO INCUMPLIMIENTO
3p,4113t,NO SE DETECTO INCUMPLIMIENTO
3p,4115t,NO SE DETECTO INCUMPLIMIENTO
97p,4115t,NO SE DETECTO INCUMPLIMIENTO
250p,4115t,NO SE DETECTO INCUMPLIMIENTO
3p,4117t,NO SE DETECTO INCUMPLIMIENTO
120p,4117t,NO SE DETECTO INCUMPLIMIENTO
3p,4118t,NO SE DETECTO INCUMPLIMIENTO
3p,4119t,NO SE DETECTO INCUMPLIMIENTO
3p,4120t,NO SE DETECTO INCUMPLIMIENTO
3p,4125t,NO SE DETECTO INCUMPLIMIENTO
3p,4126t,NO SE DETECTO INCUMPLIMIENTO
3p,4130t,NO SE DETECTO INCUMPLIMIENTO
3p,4131t,NO SE DETECTO INCUMPLIMIENTO
126p,4131t,NO SE DETECTO INCUMPLIMIENTO
250p,4131t,NO SE DETECTO INCUMPLIMIENTO
3p,4133t,NO SE DETECTO INCUMPLIMIENTO
3p,4134t,NO SE DETECTO INCUMPLIMIENTO
3p,4135t,NO SE DETECTO INCUMPLIMIENTO
3p,4140t,NO SE DETECTO INCUMPLIMIENTO
3p,4150t,NO SE DETECTO INCUMPLIMIENTO
3p,4155t,NO SE DETECTO INCUMPLIMIENTO
3p,4157t,NO SE DETECTO INCUMPLIMIENTO
3p,4164t,NO SE DETECTO INCUMPLIMIENTO
3p,4181t,NO SE DETECTO INCUMPLIMIENTO
126p,4181t,NO SE DETECTO INCUMPLIMIENTO
3p,4088t,NO SE DETECTO INCUMPLIMIENTO
3p,4088t,Carece de la declaracion de composicion   del producto
4p,4088t,NO SE DETECTO INCUMPLIMIENTO
25p,4088t,NO SE DETECTO INCUMPLIMIENTO
34p,4088t,NO SE DETECTO INCUMPLIMIENTO
54p,4088t,NO SE DETECTO INCUMPLIMIENTO
61p,4088t,NO SE DETECTO INCUMPLIMIENTO
62p,4088t,PARTE EXTERNA
3p,4204t,NO SE DETECTO INCUMPLIMIENTO
3p,4205t,NO SE DETECTO INCUMPLIMIENTO
3p,4206t,NO SE DETECTO INCUMPLIMIENTO
3p,4207t,NO SE DETECTO INCUMPLIMIENTO
3p,4212t,NO SE DETECTO INCUMPLIMIENTO
3p,4213t,NO SE DETECTO INCUMPLIMIENTO
3p,4214t,NO SE DETECTO INCUMPLIMIENTO
3p,4215t,NO SE DETECTO INCUMPLIMIENTO
3p,4216t,NO SE DETECTO INCUMPLIMIENTO
3p,4218t,NO SE DETECTO INCUMPLIMIENTO
3p,4219t,NO SE DETECTO INCUMPLIMIENTO
3p,4220t,NO SE DETECTO INCUMPLIMIENTO
3p,4221t,NO SE DETECTO INCUMPLIMIENTO
3p,4222t,NO SE DETECTO INCUMPLIMIENTO
3p,4223t,NO SE DETECTO INCUMPLIMIENTO
3p,4224t,NO SE DETECTO INCUMPLIMIENTO
3p,4225t,NO SE DETECTO INCUMPLIMIENTO
3p,4226t,NO SE DETECTO INCUMPLIMIENTO
3p,4227t,NO SE DETECTO INCUMPLIMIENTO
3p,4229t,NO SE DETECTO INCUMPLIMIENTO
3p,4230t,NO SE DETECTO INCUMPLIMIENTO
3p,4231t,NO SE DETECTO INCUMPLIMIENTO
3p,4234t,NO SE DETECTO INCUMPLIMIENTO
3p,4235t,NO SE DETECTO INCUMPLIMIENTO
3p,4237t,NO SE DETECTO INCUMPLIMIENTO
3p,4244t,NO SE DETECTO INCUMPLIMIENTO
3p,4245t,NO SE DETECTO INCUMPLIMIENTO
3p,4271t,NO SE DETECTO INCUMPLIMIENTO
3p,4291t,NO SE DETECTO INCUMPLIMIENTO
3p,4305t,NO SE DETECTO INCUMPLIMIENTO
3p,4306t,NO SE DETECTO INCUMPLIMIENTO
3p,4307t,NO SE DETECTO INCUMPLIMIENTO
3p,4308t,NO SE DETECTO INCUMPLIMIENTO
3p,4309t,NO SE DETECTO INCUMPLIMIENTO
3p,4310t,NO SE DETECTO INCUMPLIMIENTO
3p,4311t,NO SE DETECTO INCUMPLIMIENTO
3p,4312t,NO SE DETECTO INCUMPLIMIENTO
3p,4313t,NO SE DETECTO INCUMPLIMIENTO
3p,4314t,NO SE DETECTO INCUMPLIMIENTO
3p,4319t,NO SE DETECTO INCUMPLIMIENTO
3p,4322t,NO SE DETECTO INCUMPLIMIENTO
3p,4323t,NO SE DETECTO INCUMPLIMIENTO
3p,4324t,NO SE DETECTO INCUMPLIMIENTO
3p,4326t,NO SE DETECTO INCUMPLIMIENTO
3p,4327t,NO SE DETECTO INCUMPLIMIENTO
3p,4328t,NO SE DETECTO INCUMPLIMIENTO
3p,4329t,NO SE DETECTO INCUMPLIMIENTO
3p,4339t,NO SE DETECTO INCUMPLIMIENTO
3p,4343t,NO SE DETECTO INCUMPLIMIENTO
3p,4344t,NO SE DETECTO INCUMPLIMIENTO
3p,4345t,NO SE DETECTO INCUMPLIMIENTO
3p,4346t,NO SE DETECTO INCUMPLIMIENTO
3p,4347t,NO SE DETECTO INCUMPLIMIENTO
3p,4348t,NO SE DETECTO INCUMPLIMIENTO
3p,4349t,NO SE DETECTO INCUMPLIMIENTO
3p,4350t,NO SE DETECTO INCUMPLIMIENTO
3p,4351t,NO SE DETECTO INCUMPLIMIENTO
3p,4352t,NO SE DETECTO INCUMPLIMIENTO
3p,4354t,NO SE DETECTO INCUMPLIMIENTO
3p,4355t,NO SE DETECTO INCUMPLIMIENTO
3p,4358t,NO SE DETECTO INCUMPLIMIENTO
3p,4359t,NO SE DETECTO INCUMPLIMIENTO
3p,4360t,NO SE DETECTO INCUMPLIMIENTO
3p,4361t,NO SE DETECTO INCUMPLIMIENTO
3p,4362t,NO SE DETECTO INCUMPLIMIENTO
3p,4366t,NO SE DETECTO INCUMPLIMIENTO
3p,4367t,NO SE DETECTO INCUMPLIMIENTO
3p,4370t,NO SE DETECTO INCUMPLIMIENTO
3p,4371t,NO SE DETECTO INCUMPLIMIENTO
3p,4381t,NO SE DETECTO INCUMPLIMIENTO
3p,4382t,NO SE DETECTO INCUMPLIMIENTO
3p,4453t,NO SE DETECTO INCUMPLIMIENTO
3p,4455t,NO SE DETECTO INCUMPLIMIENTO
4p,4455t,NO SE DETECTO INCUMPLIMIENTO
194p,4455t,NO SE DETECTO INCUMPLIMIENTO
3p,4457t,NO SE DETECTO INCUMPLIMIENTO
4p,4457t,NO SE DETECTO INCUMPLIMIENTO
